outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
33.0,24.0,149.0,876.0,32.0,31.7,31.0,29.0,35.0,38.0,136.0,117.0,87.0,727.0,526.0,297.0
32.0,29.0,136.0,727.0,31.7,31.0,30.0,35.0,38.0,40.0,117.0,87.0,41.0,526.0,297.0,99.0
31.7,35.0,117.0,526.0,31.0,30.0,28.7,38.0,40.0,52.0,87.0,41.0,6.0,297.0,99.0,9.0
31.0,38.0,87.0,297.0,30.0,28.7,28.0,40.0,52.0,55.0,41.0,6.0,0.0,99.0,9.0,0.0
30.0,40.0,41.0,99.0,28.7,28.0,28.0,52.0,55.0,58.0,6.0,0.0,0.0,9.0,0.0,0.0
28.7,52.0,6.0,9.0,28.0,28.0,27.0,55.0,58.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,55.0,0.0,0.0,28.0,27.0,27.0,58.0,68.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,58.0,0.0,0.0,27.0,27.0,27.0,68.0,66.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,68.0,0.0,0.0,27.0,27.0,26.7,66.0,62.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,66.0,0.0,0.0,27.0,26.7,26.0,62.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,62.0,0.0,0.0,26.7,26.0,25.0,80.0,65.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
26.7,80.0,0.0,0.0,26.0,25.0,23.9,65.0,69.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,65.0,0.0,0.0,25.0,23.9,24.0,69.0,75.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,69.0,0.0,0.0,23.9,24.0,24.0,75.0,69.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
